PeakID (cmd=annotatePeaks.pl /home/xiang/New_disk1/CD8_CUTRUN/data//T48hr_NoQ_H3K27me3_idr.05.bed mm10 -cpu 20)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1460	chr11	102072077	102076868	+	0	NA	intron (NM_001356324, intron 2 of 11)	intron (NM_001356324, intron 2 of 11)	8012	NM_001356324	50997	Mm.36242	NM_016695	ENSMUSG00000017314	Mpp2	D11Bwg0652e|Dlg2|Dlgh2|Pals4	membrane protein, palmitoylated 2 (MAGUK p55 subfamily member 2)	protein-coding
2853	chr15	83011564	83014521	+	0	NA	intron (NM_001271411, intron 3 of 5)	L2b|LINE|L2	10096	NM_001271414	74039	Mm.32584	NM_028728	ENSMUSG00000058099	Nfam1	4921501M20Rik|Cnaip	Nfat activating molecule with ITAM motif 1	protein-coding
2783	chr15	74560275	74568173	+	0	NA	intron (NM_174991, intron 18 of 30)	intron (NM_174991, intron 18 of 30)	48028	NM_174991	107831	Mm.43133	NM_174991	ENSMUSG00000034730	Adgrb1	B830018M07Rik|Bai1|R75078|mKIAA4089	adhesion G protein-coupled receptor B1	protein-coding
7228	chr7	35113527	35124950	+	0	NA	promoter-TSS (NM_001287523)	promoter-TSS (NM_001287523)	-55	NM_007678	12606	Mm.349667	NM_007678	ENSMUSG00000034957	Cebpa	C/ebpalpha|CBF-A|Cebp	CCAAT/enhancer binding protein (C/EBP), alpha	protein-coding
7787	chr8	27204098	27213221	+	0	NA	Intergenic	Intergenic	-6112	NM_029674	76615	Mm.272794	NM_029674	ENSMUSG00000039720	Got1l1	1700083M11Rik	glutamic-oxaloacetic transaminase 1-like 1	protein-coding
7091	chr6	142568039	142573780	+	0	NA	intron (NM_001330366, intron 1 of 2)	intron (NM_001330366, intron 1 of 2)	705	NM_001330363	16523	Mm.1482	NM_008428	ENSMUSG00000030247	Kcnj8	AI448900|Kir6.1|gnite|slmbr|sltr|uKATP-1	potassium inwardly-rectifying channel, subfamily J, member 8	protein-coding
381	chr1	153327736	153331493	+	0	NA	intron (NM_010683, intron 1 of 27)	intron (NM_010683, intron 1 of 27)	3172	NM_010683	226519	Mm.1249	NM_010683	ENSMUSG00000026478	Lamc1	Lamb2	laminin, gamma 1	protein-coding
4381	chr2	69363616	69367077	+	0	NA	Intergenic	(GAA)n|Simple_repeat|Simple_repeat	-15116	NM_175512	241452	Mm.211655	NM_175512	ENSMUSG00000027068	Dhrs9	C730025I08Rik|Rdh15	dehydrogenase/reductase (SDR family) member 9	protein-coding
7066	chr6	127521319	127523415	+	0	NA	Intergenic	Intergenic	-38969	NM_001033464	381812	Mm.296093	NM_001033464	ENSMUSG00000061414	Cracr2a	Efcab4b|Gm1073|Gm462	calcium release activated channel regulator 2A	protein-coding
2302	chr13	105290102	105297624	+	0	NA	promoter-TSS (NM_027934)	promoter-TSS (NM_027934)	622	NM_001360891	71816	Mm.317015	NM_027934	ENSMUSG00000021720	Rnf180	3110001E11Rik|Rines	ring finger protein 180	protein-coding
7180	chr7	24939858	24950698	+	0	NA	promoter-TSS (NM_001370804)	promoter-TSS (NM_001370804)	-507	NM_001370804	232974		NM_001370804	ENSMUSG00000108367	Gm4881	EG232974	predicted gene 4881	protein-coding
483	chr1	177819904	177823664	+	0	NA	intron (NM_001368823, intron 2 of 21)	RMER6BA|LTR|ERVK	13365	NM_001368823	631584		NM_001368823		Catspere1	Catspere|EG631584|Gm7068	cation channel sperm associated auxiliary subunit epsilon 1	protein-coding
4725	chr2	128220507	128221801	+	0	NA	Intergenic	Intergenic	93579	NM_001284410	12125	Mm.141083	NM_009754	ENSMUSG00000027381	Bcl2l11	1500006F24Rik|Bim|Bod|bcl2-L-11	BCL2-like 11 (apoptosis facilitator)	protein-coding
6460	chr5	118185300	118192279	+	0	NA	3' UTR (NM_007545, exon 2 of 2)	3' UTR (NM_007545, exon 2 of 2)	19025	NM_007545	12123	Mm.384468	NM_007545	ENSMUSG00000046607	Hrk	AI838259|Bid3|DP5|harakiri	harakiri, BCL2 interacting protein (contains only BH3 domain)	protein-coding
3635	chr18	7937050	7939807	+	0	NA	Intergenic	Lx|LINE|L1	68715	NM_001360956	225131	Mm.204524	NM_153085	ENSMUSG00000024283	Wac	1110067P07Rik|A230035H12Rik|AI256735|AI256776|Wwp4	WW domain containing adaptor with coiled-coil	protein-coding
7064	chr6	127060933	127083618	+	0	NA	promoter-TSS (NM_022657)	promoter-TSS (NM_022657)	-627	NM_022657	64654	Mm.347933	NM_022657	ENSMUSG00000000182	Fgf23	-	fibroblast growth factor 23	protein-coding
1462	chr11	102112785	102116436	+	0	NA	Intergenic	B1_Mm|SINE|Alu	-6778	NM_001346771	217212	Mm.46248	NM_145435	ENSMUSG00000017311	Pyy	-	peptide YY	protein-coding
2286	chr13	100106332	100107309	+	0	NA	Intergenic	L1_Mur3|LINE|L1	-1199	NM_011353	20365	Mm.286177	NM_011353	ENSMUSG00000021643	Serf1	4F5|Msmac1|m4F5	small EDRK-rich factor 1	protein-coding
734	chr10	61639246	61641346	+	0	NA	Intergenic	Intergenic	-8325	NM_026438	67895	Mm.28897	NM_026438	ENSMUSG00000020089	Ppa1	2010317E03Rik|Pyp	pyrophosphatase (inorganic) 1	protein-coding
3174	chr16	65103988	65106565	+	0	NA	intron (NM_008310, intron 1 of 2)	intron (NM_008310, intron 1 of 2)	508	NM_008310	15557	Mm.5040	NM_008310	ENSMUSG00000050783	Htr1f	Htr1eb	5-hydroxytryptamine (serotonin) receptor 1F	protein-coding
7274	chr7	45361600	45370386	+	0	NA	promoter-TSS (NR_015480)	promoter-TSS (NR_015480)	-168	NR_015480	50994	Mm.389897	NM_016664	ENSMUSG00000091510	Mtag2	MAG	metastasis associated gene 2	ncRNA
260	chr1	119504620	119508755	+	0	NA	Intergenic	Intergenic	-1905	NM_022327	64143	Mm.27832	NM_022327	ENSMUSG00000004451	Ralb	5730472O18Rik	v-ral simian leukemia viral oncogene B	protein-coding
1422	chr11	98628092	98634485	+	0	NA	exon (NM_001007461, exon 4 of 11)	exon (NM_001007461, exon 4 of 11)	4939	NM_001007461	450219	Mm.371065	NM_001007461	ENSMUSG00000064224	Gsdma3	Bsk|Dfl|Fgn|Gsdm1l|Gsdm3|Rco2|Rim3	gasdermin A3	protein-coding
1447	chr11	101779531	101785277	+	0	NA	intron (NM_008815, intron 4 of 12)	intron (NM_008815, intron 4 of 12)	2906	NM_008815	18612	Mm.5025	NM_008815	ENSMUSG00000017724	Etv4	AW414408|Pea-3|Pea3	ets variant 4	protein-coding
5519	chr4	22485948	22498951	+	0	NA	intron (NR_131335, intron 2 of 2)	intron (NR_131335, intron 2 of 2)	1901	NR_131335	105500046		NR_131335	ENSMUSG00000107859	Gm30731	Pnky|lnc-pou3f2	predicted gene, 30731	ncRNA
1171	chr11	69935241	69939996	+	0	NA	intron (NM_016875, intron 2 of 8)	intron (NM_016875, intron 2 of 8)	1290	NM_001347634	53422	Mm.29286	NM_016875	ENSMUSG00000018554	Ybx2	Msy2	Y box protein 2	protein-coding
1365	chr11	95504403	95509070	+	0	NA	Intergenic	Intergenic	7829	NM_130858	104079	Mm.22970	NM_130858	ENSMUSG00000046719	Nxph3	-	neurexophilin 3	protein-coding
1939	chr12	111345023	111348313	+	0	NA	intron (NM_183016, intron 1 of 36)	intron (NM_183016, intron 1 of 36)	31050	NM_183016	217866	Mm.27397	NM_183016	ENSMUSG00000021279	Cdc42bpb	MRCKb	CDC42 binding protein kinase beta	protein-coding
7215	chr7	30628886	30639542	+	0	NA	intron (NM_007959, intron 4 of 5)	intron (NM_007959, intron 4 of 5)	1638	NM_007959	14008	Mm.4829	NM_007959	ENSMUSG00000006311	Etv2	Etsrp71	ets variant 2	protein-coding
1359	chr11	95112330	95114476	+	0	NA	Intergenic	Intergenic	-6714	NM_010055	13393	Mm.5194	NM_010055	ENSMUSG00000001510	Dlx3	AV237891|Dlx-3	distal-less homeobox 3	protein-coding
1115	chr11	61115783	61119117	+	0	NA	Intergenic	MTB_Mm|LTR|ERVL-MaLR	-9305	NM_021349	57916	Mm.265915	NM_021349	ENSMUSG00000010142	Tnfrsf13b	1200009E08Rik|Taci	tumor necrosis factor receptor superfamily, member 13b	protein-coding
3168	chr16	59531332	59533640	+	0	NA	intron (NM_174848, intron 12 of 21)	intron (NM_174848, intron 12 of 21)	60711	NM_025910	67014	Mm.289150	NM_025910	ENSMUSG00000022724	Riox2	1810047J07Rik|2410057H13Rik|3830408E23Rik|AI449204|Mina	ribosomal oxygenase 2	protein-coding
6127	chr5	24539685	24542742	+	0	NA	promoter-TSS (NM_001310476)	promoter-TSS (NM_001310476)	-235	NM_001310476	117590	Mm.207071	NM_080444	ENSMUSG00000038204	Asb10	Asb-10|BB137407	ankyrin repeat and SOCS box-containing 10	protein-coding
4740	chr2	129470912	129474065	+	0	NA	intron (NM_177653, intron 3 of 6)	intron (NM_177653, intron 3 of 6)	64114	NM_177653	228592	Mm.452175	NM_177653	ENSMUSG00000043727	F830045P16Rik	Sirpb3	RIKEN cDNA F830045P16 gene	protein-coding
1073	chr11	54329335	54339841	+	0	NA	intron (NM_001033599, intron 9 of 20)	intron (NM_001033599, intron 9 of 20)	19685	NM_001033599	216739	Mm.267478	NM_144823	ENSMUSG00000020333	Acsl6	A330035H04Rik|AW050338|Facl6|LACS|Lacsl|mKIAA0837	acyl-CoA synthetase long-chain family member 6	protein-coding
4432	chr2	73525995	73532403	+	0	NA	intron (NM_153138, intron 1 of 7)	CpG	288	NM_153138	215280	Mm.223504	NM_153138	ENSMUSG00000075284	Wipf1	AI115543|D2Ertd120e|WIP|Waspip	WAS/WASL interacting protein family, member 1	protein-coding
770	chr10	77410401	77413974	+	0	NA	intron (NM_001024837, intron 1 of 10)	L2|LINE|L2	6086	NM_001024837	110532	Mm.276815	NM_130895	ENSMUSG00000020262	Adarb1	1700057H01Rik|AW124433|AW558573|Adar2|BB220382|D10Bwg0447e|Red1	adenosine deaminase, RNA-specific, B1	protein-coding
6058	chr4	152285503	152292974	+	0	NA	intron (NM_008237, intron 1 of 4)	(CAGAGA)n|Simple_repeat|Simple_repeat	2424	NM_008237	15207	Mm.3516	NM_008237	ENSMUSG00000028946	Hes3	Hes-3|bHLHb43	hes family bHLH transcription factor 3	protein-coding
7082	chr6	134572907	134581656	+	0	NA	Intergenic	B1F2|SINE|Alu	-10368	NM_008514	16974	Mm.321990	NM_008514	ENSMUSG00000030201	Lrp6	C030016K15Rik|Cd|Gw|ska26|ska<m26Jus>|skax26	low density lipoprotein receptor-related protein 6	protein-coding
2202	chr13	73533327	73539271	+	0	NA	promoter-TSS (NM_010020)	promoter-TSS (NM_010020)	-448	NM_010020	13162	Mm.41993	NM_010020	ENSMUSG00000021609	Slc6a3	DAT|Dat1	solute carrier family 6 (neurotransmitter transporter, dopamine), member 3	protein-coding
6628	chr5	148261423	148267141	+	0	NA	promoter-TSS (NM_001359505)	promoter-TSS (NM_001359505)	-935	NM_001359511	77521	Mm.244177	NM_029920	ENSMUSG00000029651	Mtus2	5730592G18Rik|A730013O20Rik|AU067634|C130038G02Rik|Cazip|Gm763|mKIAA0774	microtubule associated tumor suppressor candidate 2	protein-coding
70	chr1	38841515	38846866	+	0	NA	Intergenic	Intergenic	-7503	NM_001029878	381338	Mm.487137	NM_028403	ENSMUSG00000048814	Lonrf2	2900060P06Rik|AI851349	LON peptidase N-terminal domain and ring finger 2	protein-coding
4258	chr2	30900756	30904547	+	0	NA	intron (NM_022415, intron 1 of 2)	intron (NM_022415, intron 1 of 2)	646	NM_022415	64292	Mm.28768	NM_022415	ENSMUSG00000050737	Ptges	2410099E23Rik|D2Ertd369e|Pges|mPGES|mPGES-1	prostaglandin E synthase	protein-coding
3750	chr18	53471438	53477094	+	0	NA	intron (NM_001033281, intron 2 of 6)	B1_Mur4|SINE|Alu	9720	NM_001033281	225518	Mm.297645	NM_001033281	ENSMUSG00000069378	Prdm6	Gm92|PRISM	PR domain containing 6	protein-coding
6902	chr6	90514117	90515216	+	0	NA	Intergenic	Intergenic	-36127	NM_027406	107747	Mm.30035	NM_027406	ENSMUSG00000030088	Aldh1l1	1810048F20Rik|FDH|Fthfd|Neut2	aldehyde dehydrogenase 1 family, member L1	protein-coding
5967	chr4	138448388	138468848	+	0	NA	3' UTR (NM_025451, exon 2 of 2)	3' UTR (NM_025451, exon 2 of 2)	3470	NM_025451	66259	Mm.41603	NM_025451	ENSMUSG00000046447	Camk2n1	1810006K23Rik|AI848599|AI891706	calcium/calmodulin-dependent protein kinase II inhibitor 1	protein-coding
3922	chr19	11805707	11812455	+	0	NA	intron (NM_001025307, intron 1 of 10)	intron (NM_001025307, intron 1 of 10)	10322	NM_001360386	20908	Mm.272264	NM_011502	ENSMUSG00000041488	Stx3	Syn-3	syntaxin 3	protein-coding
6911	chr6	91281637	91291284	+	0	NA	Intergenic	Intergenic	73696	NM_007992	14115	Mm.249146	NM_007992	ENSMUSG00000064080	Fbln2	5730577E14Rik|FIBL-2	fibulin 2	protein-coding
23	chr1	16080172	16083015	+	0	NA	intron (NM_001243238, intron 1 of 4)	intron (NM_001243238, intron 1 of 4)	11732	NM_001243238	75799	Mm.78557	NM_001243238	ENSMUSG00000067795	4930444P10Rik	-	RIKEN cDNA 4930444P10 gene	protein-coding
6451	chr5	116454800	116455668	+	0	NA	intron (NM_026886, intron 8 of 12)	intron (NM_026886, intron 8 of 12)	16512	NR_015595	76798	Mm.444322	NR_015595	ENSMUSG00000086219	Srrm4os	2410137F16Rik	serine/arginine repetitive matrix 4, opposite strand	ncRNA
2768	chr15	72543586	72549768	+	0	NA	5' UTR (NM_001033876, exon 1 of 2)	5' UTR (NM_001033876, exon 1 of 2)	1022	NM_001033876	223604	Mm.184971	NM_001033876	ENSMUSG00000036760	Kcnk9	A930009L07Rik|Task3	potassium channel, subfamily K, member 9	protein-coding
2641	chr14	102971772	102972545	+	0	NA	Intergenic	Intergenic	10474	NR_039592	100628599		NR_039592	ENSMUSG00000092901	Mir5130	mir-5130|mmu-mir-5130|mu-mir-5130	microRNA 5130	ncRNA
1857	chr12	87391238	87394518	+	0	NA	Intergenic	RLTR31B_Mm|LTR|ERVK	-4523	NM_011479	20773	Mm.565	NM_011479	ENSMUSG00000021036	Sptlc2	LCB2|LCB2a|Spt2	serine palmitoyltransferase, long chain base subunit 2	protein-coding
4818	chr2	148047539	148050645	+	0	NA	Intergenic	Intergenic	-2123	NM_010446	15376	Mm.938	NM_010446	ENSMUSG00000037025	Foxa2	HNF3-beta|HNF3beta|Hnf-3b|Hnf3b|Tcf-3b|Tcf3b	forkhead box A2	protein-coding
6217	chr5	36399687	36405463	+	0	NA	Intergenic	Intergenic	-4436	NM_030889	81840	Mm.34113	NM_030889	ENSMUSG00000029093	Sorcs2	N28137|mKIAA1329	sortilin-related VPS10 domain containing receptor 2	protein-coding
5341	chr3	107825912	107834806	+	0	NA	Intergenic	Intergenic	-46871	NM_133867	99662	Mm.108491	NM_133867	ENSMUSG00000040600	Eps8l3	AI504489|Eps8r3	EPS8-like 3	protein-coding
2444	chr14	45672704	45676080	+	0	NA	Intergenic	(GA)n|Simple_repeat|Simple_repeat	-16249	NM_176845	114874	Mm.121918	NM_176845	ENSMUSG00000037697	Ddhd1	Mir5131|PA-PLA1	DDHD domain containing 1	protein-coding
801	chr10	80871597	80874480	+	0	NA	Intergenic	Intergenic	-6778	NM_001081688	432478	Mm.235302	NM_001081688	ENSMUSG00000059406	Tmprss9	Serase-1B	transmembrane protease, serine 9	protein-coding
7829	chr8	57416834	57419680	+	0	NA	Intergenic	Intergenic	-37666	NM_009136	20284	Mm.12886	NM_009136	ENSMUSG00000031610	Scrg1	AW124307	scrapie responsive gene 1	protein-coding
8284	chr9	50692875	50705098	+	0	NA	intron (NM_178118, intron 5 of 19)	CpG	28998	NM_178118	330938	Mm.82598	NM_178118	ENSMUSG00000032064	Dixdc1	4930563F16Rik|BC048182|Ccd1|Ccd1Aalpha1L|Ccd1Abeta1L|Ccd1BalphaL|Ccd1BbetaL|Ccd1CL|mKIAA1735	DIX domain containing 1	protein-coding
7909	chr8	88081593	88083349	+	0	NA	intron (NR_151771, intron 2 of 7)	Lx9|LINE|L1	36136	NR_151771	100040328	Mm.56398	NR_151771		Gm2716	4933416k23	predicted gene 2716	ncRNA
8765	chrX	101844832	101853117	+	0	NA	promoter-TSS (NM_001163610)	promoter-TSS (NM_001163610)	-411	NM_001163610	100042480	Mm.232	NM_001163610	ENSMUSG00000079481	Nhsl2	1110062M06Rik|6430511F03|AI225852|AW488865|EG621083|Gm10456	NHS-like 2	protein-coding
2037	chr13	23844340	23845316	+	0	NA	intron (NM_134069, intron 2 of 12)	intron (NM_134069, intron 2 of 12)	5394	NM_134069	105355	Mm.27038	NM_134069	ENSMUSG00000036083	Slc17a3	AW261723|Npt4	solute carrier family 17 (sodium phosphate), member 3	protein-coding
5574	chr4	44693599	44696544	+	0	NA	intron (NM_008782, intron 2 of 9)	intron (NM_008782, intron 2 of 9)	-7729	NR_073462	70602	Mm.491142	NR_073462	ENSMUSG00000103995	5730488B01Rik	-	RIKEN cDNA 5730488B01 gene	ncRNA
5987	chr4	141337565	141342683	+	0	NA	Intergenic	Intergenic	-28068	NM_001085513	277743	Mm.294614	NM_001085513	ENSMUSG00000006218	Fam131c	Gm693	family with sequence similarity 131, member C	protein-coding
3443	chr17	36205225	36226290	+	0	NA	Intergenic	Intergenic	-25606	NM_008208	15043	Mm.426002	NM_008208	ENSMUSG00000054128	H2-T3	H-2T3|H2-Tw3|MumuTL|TL	histocompatibility 2, T region locus 3	protein-coding
516	chr1	181898006	181903378	+	0	NA	3' UTR (NM_010135, exon 15 of 15)	3' UTR (NM_010135, exon 15 of 15)	-58291	NM_133815	98386	Mm.4538	NM_133815	ENSMUSG00000004880	Lbr	AI505894|C14SR|ic	lamin B receptor	protein-coding
324	chr1	134639314	134652283	+	0	NA	promoter-TSS (NM_009307)	promoter-TSS (NM_009307)	-814	NM_009307	20980	Mm.5102	NM_009307	ENSMUSG00000026452	Syt2	IP4BP|R74640|mKIAA4194|sytII	synaptotagmin II	protein-coding
2292	chr13	103090486	103090926	+	0	NA	intron (NM_175171, intron 3 of 28)	L4_C_Mam|LINE|RTE-X	243786	NM_175171	328329	Mm.202606	NM_175171	ENSMUSG00000034751	Mast4	4930420O11Rik|AI642422|mKIAA0303	microtubule associated serine/threonine kinase family member 4	protein-coding
2798	chr15	76283064	76285712	+	0	NA	intron (NM_028852, intron 2 of 4)	intron (NM_028852, intron 2 of 4)	6580	NR_037240	100526548		NR_037240	ENSMUSG00000093169	Mir3079	mmu-mir-3079	microRNA 3079	ncRNA
3576	chr17	80809384	80815185	+	0	NA	Intergenic	B3A|SINE|B2	-84259	NM_001290345	225028	Mm.311948	NM_001081357	ENSMUSG00000024242	Map4k3	4833416M01Rik|4833416M07Rik|9530052P13Rik|Glk|MAPKKKK3|MEKKK 3|MEKKK3|RAB8IPL1	mitogen-activated protein kinase kinase kinase kinase 3	protein-coding
2639	chr14	101606875	101617539	+	0	NA	Intergenic	Intergenic	-3016	NM_001081278	210789	Mm.320639	NM_173380	ENSMUSG00000033083	Tbc1d4	5930406J04Rik|A930035N22|AV295684|As160	TBC1 domain family, member 4	protein-coding
2281	chr13	99431021	99433922	+	0	NA	exon (NM_008634, exon 5 of 7)	exon (NM_008634, exon 5 of 7)	-19645	NR_015515	320893	Mm.470842	NR_015515		6430562O15Rik	-	RIKEN cDNA 6430562O15 gene	ncRNA
4743	chr2	129698605	129702289	+	0	NA	promoter-TSS (NM_018863)	promoter-TSS (NM_018863)	-509	NM_018863	18610	Mm.6239	NM_018863	ENSMUSG00000027400	Pdyn	Dyn	prodynorphin	protein-coding
5578	chr4	44740190	44743603	+	0	NA	Intergenic	L1M4|LINE|L1	-14663	NM_138590	319885	Mm.331576	NM_138590	ENSMUSG00000035649	Zcchc7	4930572I07Rik|D4Wsu132e	zinc finger, CCHC domain containing 7	protein-coding
5423	chr3	137774762	137783419	+	0	NA	Intergenic	ID_B1|SINE|B4	4525	NR_105801	102466638		NR_105801	ENSMUSG00000099011	Mir6380	Gm27356|mmu-mir-6380	microRNA 6380	ncRNA
1061	chr11	53486043	53488380	+	0	NA	Intergenic	RMER1A|Other|Other	-7016	NM_183173	237761	Mm.145208	NM_183173	ENSMUSG00000044352	Sowaha	A830006N08Rik|Ankrd43	sosondowah ankyrin repeat domain family member A	protein-coding
7576	chr7	118577900	118580318	+	0	NA	intron (NM_172476, intron 1 of 15)	intron (NM_172476, intron 1 of 15)	5577	NM_172476	209760	Mm.69380	NM_172476	ENSMUSG00000042246	Tmc7	1700030H01Rik|C230064B05|C630024K23Rik	transmembrane channel-like gene family 7	protein-coding
782	chr10	79567146	79567725	+	0	NA	Intergenic	Lx2B|LINE|L1	-12307	NM_001316699	70427	Mm.334193	NM_027422	ENSMUSG00000042570	Mier2	2700087H15Rik|mKIAA1193	MIER family member 2	protein-coding
7790	chr8	27248027	27253802	+	0	NA	Intergenic	RLTR20A2B_MM|LTR|ERVK	-9413	NM_007918	13685	Mm.6700	NM_007918	ENSMUSG00000031490	Eif4ebp1	4e-bp1|AA959816|PHAS-I	eukaryotic translation initiation factor 4E binding protein 1	protein-coding
463	chr1	172045526	172048983	+	0	NA	Intergenic	Intergenic	10342	NM_010916	18071	Mm.2474	NM_010916	ENSMUSG00000051251	Nhlh1	Hen1|Nscl|Tal2|bHLHa35	nescient helix loop helix 1	protein-coding
4180	chr2	18029619	18035953	+	0	NA	intron (NR_028376, intron 1 of 1)	intron (NR_028376, intron 1 of 1)	4955	NR_028377	77940	Mm.272221	NR_028376	ENSMUSG00000054057	A930004D18Rik	AU022051	RIKEN cDNA A930004D18 gene	ncRNA
4901	chr2	157079585	157089637	+	0	NA	Intergenic	Intergenic	-2399	NM_001177439	383766		NM_001177439	ENSMUSG00000074628	Tldc2	Gm1332	TBC/LysM associated domain containing 2	protein-coding
2842	chr15	81536962	81542638	+	0	NA	Intergenic	Intergenic	-46414	NM_177821	328572	Mm.258397	NM_177821	ENSMUSG00000055024	Ep300	A430090G16|A730011L11|KAT3B|p300|p300 HAT	E1A binding protein p300	protein-coding
3646	chr18	12586770	12593527	+	0	NA	Intergenic	RLTR31_Mm|LTR|ERVK	-53385	NM_028341	72747	Mm.52526	NM_028341	ENSMUSG00000024424	Ttc39c	1700008N02Rik|2810439F02Rik	tetratricopeptide repeat domain 39C	protein-coding
5253	chr3	94765612	94771568	+	0	NA	intron (NM_001037711, intron 13 of 20)	Lx5|LINE|L1	17892	NM_001037711	70737	Mm.87634	NM_001037711	ENSMUSG00000068876	Cgn	6330408J11Rik	cingulin	protein-coding
5008	chr2	172786467	172791456	+	0	NA	Intergenic	Intergenic	151360	NM_007557	12162	Mm.595	NM_007557	ENSMUSG00000008999	Bmp7	OP1	bone morphogenetic protein 7	protein-coding
5954	chr4	137702746	137711595	+	0	NA	promoter-TSS (NM_001331215)	promoter-TSS (NM_001331215)	-335	NM_001331215	110351	Mm.180763	NM_029563	ENSMUSG00000041351	Rap1gap	1300019I11Rik|2310004O14Rik|AI427470|ARPP-90|Gap|Rap1GAP1|Rap1ga1	Rap1 GTPase-activating protein	protein-coding
507	chr1	181422701	181426212	+	0	NA	intron (NM_028408, intron 3 of 5)	Tigger7|DNA|TcMar-Tigger	71828	NM_028408	72978	Mm.338083	NM_028408	ENSMUSG00000026514	Cnih3	2900075G08Rik|CNIH-3	cornichon family AMPA receptor auxiliary protein 3	protein-coding
5368	chr3	116113487	116114157	+	0	NA	intron (NM_011693, intron 8 of 8)	intron (NM_011693, intron 8 of 8)	15866	NM_011693	22329	Mm.76649	NM_011693	ENSMUSG00000027962	Vcam1	CD106|Vcam-1	vascular cell adhesion molecule 1	protein-coding
3864	chr18	90573359	90577395	+	0	NA	Intergenic	Intergenic	-4448	NM_001362365	108168395	Mm.391131	NM_001362365	ENSMUSG00000110277	Gm45871	-	predicted gene 45871	protein-coding
7165	chr7	19414681	19419449	+	0	NA	TTS (NR_073014)	TTS (NR_073014)	4352	NR_073014	100503495	Mm.410762	NR_073014	ENSMUSG00000040705	A930016O22Rik	-	RIKEN cDNA A930016O22 gene	ncRNA
7233	chr7	35320667	35325984	+	0	NA	Intergenic	L2a|LINE|L2	-4885	NM_026181	67471	Mm.358705	NM_026181	ENSMUSG00000063808	Gpatch1	1300003A17Rik|ECGP|Gpatc1	G patch domain containing 1	protein-coding
4554	chr2	101824346	101825520	+	0	NA	intron (NM_001355625, intron 1 of 8)	ID4|SINE|ID	14047	NM_001110849	72446	Mm.24138	NM_175181	ENSMUSG00000032841	Prr5l	2600010E01Rik|4833411O04Rik|Protor-2|Protor2	proline rich 5 like	protein-coding
6551	chr5	137865609	137868192	+	0	NA	intron (NM_001024932, intron 3 of 3)	intron (NM_001024932, intron 3 of 3)	4858	NM_001024932	545812	Mm.332769	NM_001024932	ENSMUSG00000066682	Pilrb2	EG545812	paired immunoglobin-like type 2 receptor beta 2	protein-coding
7683	chr7	142255775	142260464	+	0	NA	non-coding (NR_163798, exon 1 of 1)	non-coding (NR_163798, exon 1 of 1)	261	NR_163798	105243101		NR_163798		Gm2431	100039800	keratin-associated protein 5-1-like	pseudo
7453	chr7	99235515	99243424	+	0	NA	promoter-TSS (NM_177448)	promoter-TSS (NM_177448)	-858	NM_177448	233549	Mm.208030	NM_177448	ENSMUSG00000052396	Mogat2	DGAT2L5|MGAT2|Mgat1l	monoacylglycerol O-acyltransferase 2	protein-coding
994	chr11	31951420	31952975	+	0	NA	Intergenic	L1_Mur3|LINE|L1	-13436	NM_026262	67592	Mm.78654	NM_026262	ENSMUSG00000020299	4930524B15Rik	-	RIKEN cDNA 4930524B15 gene	protein-coding
6323	chr5	90378046	90380777	+	0	NA	Intergenic	Intergenic	12414	NR_045618	791294	Mm.30508	NR_045618	ENSMUSG00000054945	Gm9958	-	predicted gene 9958	ncRNA
2451	chr14	47630765	47632877	+	0	NA	Intergenic	Intergenic	-17490	NM_001347521	16709	Mm.3110	NM_008477	ENSMUSG00000021843	Ktn1	-	kinectin 1	protein-coding
3076	chr16	22147262	22152698	+	0	NA	intron (NM_183029, intron 2 of 15)	RSINE1|SINE|B4	13319	NM_183029	319765	Mm.489442	NM_183029	ENSMUSG00000033581	Igf2bp2	C330012H03Rik|IMP-2|Imp2|Neilsen	insulin-like growth factor 2 mRNA binding protein 2	protein-coding
